Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
84     152    236    -1741.525058            25.997133      -0.003052      blockblock5-027026    YES            
84     154    238    -1747.030532            26.200548      0.001202       blockblock5-027086    YES            
84     156    240    -1752.427361            27.822365      1.78189        blockblock5-027219    YES            
84     158    242    -1757.541105            25.664224      -0.000806      blockblock5-027236    YES            
84     160    244    -1762.292436            26.650844      1.870039       blockblock5-027369    YES            
84     162    246    -1766.533887            25.241768      1.802941       blockblock5-027444    YES            
84     164    248    -1770.359649            -20.28387      0.005048       blockblock5-027471    YES            
84     166    250    -1774.825782            -19.772422     0.001489       blockblock5-027546    YES            
84     168    252    -1778.981011            -18.756563     0.004389       blockblock5-027666    YES            
84     170    254    -1782.835883            -16.286206     0.00534        blockblock5-027726    YES            
84     172    256    -1786.838605            -12.359873     0.001622       blockblock5-027771    YES            
84     174    258    -1790.974291            -10.092341     -5.5e-05       blockblock5-027862    YES            
84     176    260    -1794.932091            -8.554523      0.001702       blockblock5-027937    YES            
84     178    262    -1798.5754              -6.414554      0.000195       blockblock5-027997    YES            
84     180    264    -1801.901112            0.000912       3e-06          blockblock5-028118    YES            
84     182    266    -1805.623601            0.010268       9e-06          blockblock5-028149    YES            
84     184    268    -1808.28385             -9e-06         -2.3e-05       blockblock5-028238    YES            
84     186    270    -1806.25184             0.017157       -3e-06         blockblock5-028284    YES            
84     188    272    -1803.551086            0.034722       -9.4e-05       blockblock5-028389    YES            
84     190    274    -1800.839326            -0.050159      -0.000611      blockblock5-028462    YES            
84     192    276    -1798.042653            -0.067428      -0.000652      blockblock5-028522    YES            
84     194    278    -1795.0712              0.000318       0.000115       blockblock5-028598    YES            
