Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
84     130    214    -1666.867775        -1666.986292        0.118517            0.000575     0.000001     3e-06        9189      
84     132    216    -1676.051443        -1675.588411        -0.463032           0.037281     0.000003     0.070074     9249      
84     134    218    -1685.086151        -1684.420155        -0.665996           0.044395     -0.046204    0.095264     9339      
84     136    220    -1693.531956        -1693.250972        -0.280984           0.03428      0.085461     0.103598     9413      
84     138    222    -1701.885486        -1701.987674        0.102188            0.142259     0.138454     -5.4e-05     9520      
84     140    224    -1710.485329        -1710.574584        0.089255            0.172444     0.171644     -2.7e-05     9565      
84     142    226    -1718.799868        -1718.871436        0.071568            0.194571     0.193100     6.7e-05      9641      
84     144    228    -1727.002449        -1727.041227        0.038778            0.214491     0.213236     6.9e-05      9731      
84     146    230    -1734.936948        -1734.961178        0.02423             0.228867     0.227894     5.1e-05      9776      
84     148    232    -1742.419848        -1742.431771        0.011923            0.237033     0.236243     -2.3e-05     9866      
84     150    234    -1749.444618        -1749.444303        -0.000315           0.239974     0.239277     -0.000139    9941      
84     152    236    -1756.051373        -1756.0442          -0.007173           0.24002      0.239289     4.5e-05      10031     
84     154    238    -1762.311323        -1762.297427        -0.013896           0.239242     0.238419     -0.000106    10076     
84     156    240    -1768.306191        -1768.290912        -0.015279           0.23766      0.236833     -4.7e-05     10151     
84     158    242    -1774.055031        -1774.030449        -0.024582           0.233587     0.232659     5.7e-05      10226     
84     160    244    -1779.327295        -1779.302409        -0.024886           0.223557     0.222347     -6e-06       10286     
84     162    246    -1784.119746        -1784.106174        -0.013572           0.203955     0.202727     -4e-06       10360     
84     164    248    -1788.995305        -1788.988711        -0.006594           -0.173384    -0.172569    3e-06        10491     
84     166    250    -1794.234281        -1794.231459        -0.002822           -0.167554    -0.166669    2.6e-05      10551     
84     168    252    -1799.201237        -1799.206943        0.005706            -0.160375    -0.159344    -1.7e-05     10641     
84     170    254    -1803.900149        -1803.91136         0.011211            -0.150476    -0.149213    2.6e-05      10671     
84     172    256    -1808.207314        -1808.236875        0.029561            -0.135501    -0.133728    1.1e-05      10761     
84     174    258    -1812.231487        -1812.289272        0.057785            -0.113368    -0.110385    2e-06        10806     
84     176    260    -1816.207256        -1816.294447        0.087191            -0.073211    -0.072483    -0.0         10882     
84     178    262    -1820.267547        -1820.354413        0.086866            -0.046504    -0.045611    7e-06        11017     
84     180    264    -1824.302617        -1824.393757        0.09114             -0.001381    -0.000001    1e-06        11092     
84     182    266    -1828.815114        -1828.913429        0.098315            0.0          0.000000     -0.0         11108     
84     184    268    -1832.130431        -1832.226985        0.096554            -0.0         0.000000     -0.0         11213     
84     186    270    -1831.889882        -1831.982017        0.092135            0.00041      0.000000     -2e-06       11274     
84     188    272    -1830.859371        -1830.944716        0.085345            0.000899     0.000000     -1e-06       11379     
84     190    274    -1829.904616        -1829.988619        0.084003            0.001993     0.000000     -9e-06       11439     
84     192    276    -1829.063135        -1829.034054        -0.029081           0.034389     -0.000003    0.044729     11530     
84     194    278    -1828.383345        -1827.995229        -0.388116           0.040129     -0.000012    0.068917     11589     
84     196    280    -1827.424106        -1827.296989        -0.127117           0.054823     -0.056200    0.087334     11651     
84     198    282    -1826.602106        -1826.540063        -0.062043           -0.07585     -0.072123    -1.8e-05     11721     
86     102    188    -1432.142184        -1432.180148        0.037964            0.31327      0.313197     -2.6e-05     12237     
86     104    190    -1453.331939        -1453.173638        -0.158301           0.287996     0.373692     0.000136     12326     
86     106    192    -1473.930341        -1473.970749        0.040408            0.256655     0.255004     -1.2e-05     12386     
86     108    194    -1493.927891        -1493.988758        0.060867            0.223543     0.221198     1.7e-05      12461     
